treatment,conversion,active_days,gender,age,time_spent_in_app,used_discount,used_bogo,channel_Web,channel_phone,hours_listening,yandex_pay_balance
control,1,12.157716880099436,0,37,2,0,0,0,0,10.58184788504338,4090.02166431591
control,1,11.39982911640126,1,45,0,1,0,1,0,10.76506221670116,5783.517359071049
control,0,8.737560212661558,1,44,0,0,0,1,0,9.035122487093547,4555.148903521295
treatment1,1,25.86229334545965,1,44,0,1,0,1,1,10.66208696475542,6544.825018287504
control,0,13.413891908105537,0,38,0,0,1,1,0,9.387739851879447,3353.5710635846644
control,0,7.125250696533561,0,32,0,0,0,0,1,7.548377686765198,4250.1349214432
treatment1,1,25.82997708406093,1,42,1,1,1,0,1,6.047116656992836,4685.750590153867
treatment1,0,23.39234025280632,1,42,1,1,1,0,0,10.649255423483389,6380.336552659943
treatment1,0,16.580731779040608,0,34,2,0,0,1,0,12.21218130015183,3487.024817694538
control,0,6.926986426093255,0,51,2,0,0,0,0,9.970594640260483,4488.013213521168
treatment1,0,18.33055378142839,0,25,1,1,0,0,0,7.712090336054709,5650.681371860178
control,1,7.1110703575005765,0,51,1,1,0,0,1,7.094951682563345,7612.619904505822
control,0,8.404002595044167,0,32,2,1,0,0,0,9.628191280870704,5337.761394829868
control,0,10.952958622530666,1,37,4,1,0,1,0,8.668661379961783,5291.425452116072
treatment1,1,28.89042228092264,0,32,2,0,1,1,1,8.126181045452054,3143.4960815359427
control,0,10.063632865726706,1,44,0,0,1,1,0,7.093632919750136,4334.506739932822
treatment1,0,20.156947325095025,0,37,1,1,0,0,0,7.617558354876007,5391.553110967177
treatment1,0,24.728997729329457,0,53,1,0,0,0,0,7.7859380958759346,2935.715770599543
treatment1,0,22.871710657741573,1,36,3,1,1,0,1,14.847635890003215,6451.434636997555
treatment1,1,21.73375423162938,1,38,2,1,0,0,1,11.976059699234545,6116.929626053072
treatment1,0,18.833896458610656,0,44,2,0,0,1,0,11.289768934845279,5375.210583094688
treatment1,1,27.835819024689613,1,31,0,0,0,0,0,11.043934338486569,2048.8923956504905
control,0,7.100623932224896,0,47,0,0,0,0,0,10.73861251458731,4272.632065585981
control,1,6.918004712104231,1,48,1,1,0,0,1,10.547549609631087,6037.528556629346
treatment1,1,9.265115723169028,1,35,0,0,0,0,1,5.751137169675626,2712.181061942516
treatment1,0,23.677118332538395,1,42,2,0,0,0,0,5.552332659991363,3094.5904760971716
control,0,6.951438355181839,0,41,1,1,0,0,0,10.706588953575434,5692.564097956933
treatment1,1,28.065362075898307,1,34,3,0,0,0,0,10.37044339753264,5081.6285081082415
control,1,1.6861081872306793,1,34,3,0,1,0,0,9.722093697756845,4233.804561026939
treatment1,0,21.82056901180175,1,36,0,1,0,0,1,7.142055151074784,4970.789820716036
treatment1,0,26.072386233177095,1,46,1,0,0,0,0,6.303206697724514,3540.709679605484
control,1,8.11574183831138,0,42,1,1,1,0,1,10.700752576849762,5662.091872642769
treatment1,0,22.785122741123658,1,42,0,1,1,0,0,6.508197793714093,4438.29688813707
treatment1,1,19.893522568186214,1,39,1,0,0,0,0,7.9887156721793495,4082.6660236478274
control,1,5.046964896388151,0,46,1,1,0,0,0,12.793425579726991,7743.8756243992275
control,0,6.363217162558798,0,44,2,1,0,0,0,5.528808999033634,4116.718665408126
control,1,6.931270601887082,1,39,0,1,0,0,0,14.75114198758119,6778.881158524846
treatment1,0,26.447359836696876,0,38,0,1,0,0,1,12.844045283450583,6755.479395876514
control,1,9.978779640728392,0,46,1,1,1,0,0,9.21527554911171,6478.42334435671
control,0,11.035428584378689,1,35,2,1,1,0,1,13.414732631222673,6747.792415989761
control,0,3.9897661955674115,0,34,0,0,0,0,0,10.484065214481681,4787.874438828042
control,0,6.232194693325006,0,41,0,1,0,0,0,9.94844884954009,5642.864151022254
control,1,1.6410474319995743,0,34,2,0,0,1,1,10.98397678687894,4307.408184709504
treatment1,0,20.213629004575015,0,37,2,1,0,0,0,12.638015974539512,7112.9410959744155
control,0,6.18726560432346,0,39,1,0,1,0,0,12.494210450269847,5622.598988652725
control,1,11.63282054754436,1,36,0,0,0,1,1,6.50333842633505,3329.5235436075313
control,0,10.377957209479447,1,38,4,0,0,1,0,11.069939357384776,5210.420211088348
treatment1,0,23.15464339732895,0,36,0,1,0,0,1,8.778688501337937,5460.30102074171
treatment1,0,19.25376181273204,1,36,0,0,0,0,0,11.930951865136016,5579.440999572247
treatment1,1,38.23859244173556,1,36,0,0,1,0,1,11.419818440978922,4550.473500047897
treatment1,0,19.97863975200942,1,36,0,0,0,0,0,7.799979004915877,4079.4117822072885
treatment1,0,22.696070736703142,0,42,0,1,0,1,0,9.391781609143278,4979.766746370282
treatment1,1,16.170781697689968,0,31,0,0,0,0,0,8.024253586151065,3107.7447765279817
control,0,6.470624151449924,0,45,2,1,0,1,0,8.741671104591713,5473.356765102603
treatment1,0,18.033427154125242,1,47,1,1,1,0,1,7.226510073863102,4806.36962021368
control,1,14.061341548733315,1,41,1,1,0,0,0,11.338711017780042,5744.93537449968
control,1,1.6432616481890743,1,54,1,1,0,1,0,8.424616136097661,9166.60764881417
treatment1,1,23.74612889742356,1,33,1,0,0,0,0,12.099871580111248,4188.884964753886
control,1,10.494496851170185,1,29,0,0,1,0,0,4.090759732783626,1137.2834698916063
control,1,12.296061171640496,1,48,0,1,0,1,0,8.517508222800245,5755.069589259288
treatment1,1,26.14917635494878,1,41,2,0,1,0,0,10.793595032477917,5251.899214696924
control,0,13.869146011993008,0,44,1,0,0,0,0,12.981195501868752,5796.506322693765
treatment1,0,22.826834491581494,0,45,1,0,0,0,0,10.304005468334754,5052.383936681954
control,1,8.828034600230664,0,40,1,0,1,0,1,12.137273468676174,5299.677837040747
treatment1,1,19.188305258815205,1,33,1,0,0,0,0,11.045590923197878,3479.324288052614
control,1,10.700551233001272,1,40,0,1,0,0,1,11.281008744591432,5456.128040808676
control,0,6.626928905783569,0,35,3,0,0,0,1,10.046527208987408,3964.0286381332526
treatment1,1,19.004776222073218,1,41,2,1,0,1,0,6.763169766956631,4746.5005922123855
treatment1,0,17.851974753722274,0,38,1,0,0,0,0,12.10894121137747,4231.72866003301
control,0,11.085682153330326,1,51,1,1,0,0,0,10.194795783137023,5166.547263900874
control,1,7.838014187859126,1,50,1,1,1,0,0,8.32274476409805,6236.656228280895
treatment1,0,22.998828565163787,0,37,4,1,0,1,0,11.859087532629996,6464.564782519431
control,0,12.943353040542766,1,36,1,0,1,1,1,9.894588785972259,4533.384571430454
control,1,9.524891185172285,0,40,0,0,0,0,0,9.89032034404322,4844.628341104652
control,1,7.49305827492221,0,40,1,1,1,0,1,10.507786225977334,5510.916456333965
control,1,8.594930857772685,1,37,0,0,1,0,0,10.099993577038937,4520.84020657294
control,0,9.259431190625731,0,35,0,1,0,0,0,10.406391789848966,5634.534131864252
control,0,7.415251321825603,0,59,1,1,0,0,0,9.151489392620878,5231.822629989986
treatment1,1,27.773998032323977,1,59,1,1,0,1,0,8.071623207835875,4984.561279748641
control,1,8.106293967034425,0,39,1,1,0,1,0,9.629587127729666,5019.667431497195
treatment1,1,21.96682608917213,1,35,0,0,1,0,1,9.705232751614245,4682.451533190232
treatment1,0,21.661575650890324,0,49,0,0,0,0,0,8.603735058352992,3564.2637819758925
treatment1,0,32.09767213949689,0,34,2,0,1,0,1,6.927995553495048,4160.488315769813
treatment1,0,26.6569740966503,1,43,1,0,0,1,0,10.634938166907109,4562.7671952474675
treatment1,1,20.8118959267866,1,47,0,1,0,0,0,9.929414626909827,6500.528695782949
control,0,4.627812221380671,0,40,4,1,0,0,0,8.445810985244332,5104.857166597594
control,0,14.708475885312762,1,50,1,0,1,0,0,9.820836381751814,4477.393997927439
control,0,6.8344752647592735,0,37,0,1,0,0,0,10.52872521582386,5272.501696695763
control,0,2.9253131549586318,0,33,0,1,0,1,0,11.064834495274065,5558.826350153409
treatment1,0,24.60752025377602,0,27,0,1,0,1,0,10.674035828466447,5345.7752738490935
control,0,9.866435500641535,0,45,0,1,0,1,0,9.462085704181957,5045.070397388722
control,0,5.757053811131314,0,39,1,1,0,1,0,10.916263558045893,6027.389384554657
control,1,3.262123163877021,1,47,0,1,0,0,1,10.740035610266542,6242.220621435799
control,0,12.151911730666757,0,34,1,0,0,1,0,9.65259220651735,4788.554209433448
control,0,10.102487046901526,0,44,0,1,0,1,0,12.79264722896054,6957.1494406564125
control,1,4.940478254254861,1,44,0,0,0,0,1,7.696879281503892,4163.383528226001
treatment1,1,24.141219185825783,0,48,1,1,1,0,0,8.07122658226498,6356.213579536507
treatment1,1,25.51044377560566,1,40,0,1,0,1,0,9.426138424451182,6202.372715961948
treatment1,1,12.909641116597161,1,38,2,1,0,0,0,10.205112622836594,5663.061010560464
treatment1,1,25.092797994469336,0,42,1,1,0,0,0,11.232252471919743,6588.110213184316
treatment1,1,19.250453209590034,0,52,1,1,0,0,0,9.464096199292868,7784.7116233623765
treatment1,0,28.046847911356636,0,35,0,0,0,0,0,6.100389425821434,2988.574289594293
treatment1,0,26.99315854118479,1,41,2,0,0,0,1,5.855996746456377,3530.888147334915
control,1,7.046031295657559,0,40,1,1,1,0,0,9.722435291518398,5380.174621207578
treatment1,0,20.73131078551126,0,54,0,1,0,1,0,10.538349473042315,5327.515684060245
treatment1,1,19.329755090218303,1,44,0,1,0,1,0,8.420547168504864,5025.789824912365
control,0,7.644515210933014,0,33,1,0,1,0,0,5.9611140070480655,3844.402373448572
control,0,6.128591471036656,1,33,2,0,1,0,1,10.418081055687956,4565.059418087849
control,0,12.884724782311514,0,38,0,1,1,0,0,7.973058153634359,5342.498737230046
control,0,5.858651097288845,0,44,0,1,1,0,0,13.749091451963093,6997.824161176675
control,1,4.539137328778618,1,39,0,1,0,0,0,9.146989827575005,5031.423698289689
control,0,3.880830372058668,0,34,2,0,1,0,1,9.839659526676542,4378.5103263356705
control,1,12.386030282990012,0,36,3,0,1,0,0,7.522622118256414,3493.095408033978
control,0,4.01319667936276,1,42,1,0,0,0,0,8.660423243439165,4517.654043217594
control,1,7.7571912212066865,0,48,4,1,0,0,0,7.988369122458586,6369.419460036396
control,1,7.282749166723704,0,39,3,0,0,0,1,9.328049362154292,4658.442641742212
treatment1,0,24.35277377112634,1,52,4,1,1,0,1,11.614709469759685,6488.7897060397445
treatment1,0,24.888092469490957,1,48,3,0,1,0,0,8.399296861282583,4667.837278646156
treatment1,1,26.10556788592329,0,33,1,0,0,0,0,8.492132118494766,4329.412917376177
treatment1,0,26.08964728417672,1,49,0,1,0,1,1,11.64583166081716,6397.236818487135
treatment1,0,21.17408872813692,0,39,2,1,0,0,0,10.488412553072672,5499.052195781449
control,1,-1.1574097028250194,0,41,0,0,0,0,1,8.824108086315642,4455.41749209998
control,0,7.8790746258161075,0,32,2,0,0,0,0,11.387379176781064,4978.050132140872
control,0,10.984547412910493,0,36,0,0,0,1,0,9.98331139498315,4129.408134055549
control,1,4.543692875213557,0,42,0,1,0,1,0,10.173507571941947,5415.705176606591
treatment1,0,31.334553256158316,0,54,0,1,0,0,1,12.827841872990886,6659.466399649114
control,0,7.854063382880652,0,50,1,0,1,0,0,11.207818801224729,5217.637581721953
treatment1,0,22.728975637751297,1,40,1,0,0,0,0,7.386350607694832,4319.705473702877
control,0,10.826957227474484,1,34,0,0,0,0,0,7.878679564024287,4484.372498744922
control,0,7.008789023529002,1,27,0,1,1,0,1,11.100447407841003,5481.218186378083
treatment1,1,27.12836631229612,0,50,0,1,1,0,0,9.631191675312662,6790.6292433773
treatment1,0,27.76112062380359,1,50,1,1,0,0,0,9.30733019140704,5058.807491671985
treatment1,0,28.431266195557935,0,42,1,0,0,0,1,12.19803785114676,3924.986618141085
treatment1,0,21.200763379458422,1,36,1,1,0,0,1,4.5309139225555874,4761.999957734084
treatment1,1,24.86157398254899,0,39,1,0,0,0,1,10.238554766146294,4768.073249570947
treatment1,0,27.998600668441533,0,35,1,0,1,0,1,8.208907471837373,4622.826188500713
control,0,9.529092453691115,1,40,1,1,1,0,1,10.909215319463845,5942.3061124374
treatment1,1,24.700168497257,1,37,0,0,1,0,1,6.70935891320274,3293.974409761173
control,1,8.263071751951445,0,44,0,1,0,0,0,6.675087867157508,5225.193259036508
treatment1,0,21.262498918704086,1,47,2,0,1,0,0,5.325631771689712,3667.7908843995874
control,0,2.040020356569485,1,54,1,0,0,1,0,12.32160413695527,5630.722907268277
treatment1,0,23.40598468905681,1,41,0,0,0,0,0,11.681845705414979,4534.372191108181
control,0,4.230201029691794,1,42,1,0,0,0,0,12.931727282533112,5376.309986890024
treatment1,0,34.43295532244935,1,52,2,0,0,1,1,9.02516211441876,3210.0612199292223
control,1,9.706715327092825,0,48,0,1,0,0,0,4.917951079750292,5092.653192723106
control,0,10.005409643784953,0,45,1,1,1,0,1,10.164290384159154,5741.992765165335
control,1,9.679118159714577,1,39,0,1,0,0,0,11.464460803310931,5938.153588205843
treatment1,1,14.95410694701503,1,38,2,1,0,0,0,8.06493613368428,4651.914882102625
control,0,7.303892716712749,1,58,0,0,1,0,0,14.433187734597428,5522.455087577029
control,0,10.116794239405339,1,36,3,0,0,1,0,9.603431103036574,4602.444040239427
control,1,12.98849635671566,0,39,0,1,0,0,0,11.175292941520915,5914.472865999832
treatment1,0,22.397718087679227,0,34,0,1,0,0,1,9.947522129860316,5721.095669160453
control,0,1.3095227938280258,1,46,1,1,1,0,1,11.034526021992974,6442.883148781946
treatment1,0,23.769636990413886,0,39,1,1,0,1,0,7.287394861786876,4953.275769122422
control,1,9.322918462549264,0,47,3,1,0,1,1,7.268627530257691,5954.921643827542
treatment1,1,20.91488048904316,0,28,2,0,0,0,1,8.864099280190432,2286.16898163516
control,0,9.641186219538099,0,47,1,1,0,0,0,8.479298214161552,5769.95108007173
treatment1,1,27.931557444831462,0,38,2,0,0,0,1,10.506276160325495,5015.334317341166
control,0,11.955891940919457,1,41,0,0,0,0,0,9.002464315651888,4680.409072392011
treatment1,0,22.168566019549715,1,41,2,0,1,0,1,11.502546589897836,5186.876376254713
control,0,8.691808889499514,0,39,1,1,0,1,0,8.109614036028127,5222.376686417859
treatment1,0,31.40804866167374,0,31,1,1,1,1,0,5.811932488507578,4311.652090530694
treatment1,1,29.119510163426337,1,39,1,0,1,1,0,8.935328010422454,4561.489396676051
control,1,4.824466051733756,1,43,2,1,0,0,0,5.3577666751749895,4189.36563496253
control,1,6.353760456978334,1,30,0,0,1,0,0,3.013739694463377,1165.8205751918222
treatment1,0,16.64129159581823,1,29,0,1,1,0,0,6.8246538944717114,4761.435119010642
control,1,12.41373483352694,1,39,2,1,1,0,1,7.716466753664594,4852.113953506031
control,1,9.223264165949898,1,48,3,1,1,0,0,13.510737240486135,8263.819776684337
control,0,8.987346944319105,1,45,3,1,0,1,1,12.896958529048558,6166.3538531256145
treatment1,1,18.047816260405845,1,36,2,1,0,1,0,10.862251744046368,6447.928956237408
treatment1,1,19.013660277210278,0,54,0,1,0,0,0,10.319441108635363,5531.181493342199
treatment1,1,18.348172722805042,0,35,0,0,0,1,0,12.838430531882313,4551.029144895446
control,1,12.015550171747421,1,43,0,1,1,0,0,10.800104251270696,6128.9915596964765
control,0,8.214545913007793,1,39,1,1,0,1,0,9.517241776713718,5410.46178408741
treatment1,1,23.78141119051083,1,39,2,0,0,0,0,9.730861751268442,4316.506323365125
treatment1,0,14.267343799442376,0,35,0,0,0,0,1,9.157003837832516,3607.1588163611095
treatment1,0,21.574060120096643,0,36,1,1,0,0,1,9.714594367451534,5398.032099448479
control,0,0.8223176080649912,0,29,1,0,0,1,0,9.00770866624894,4183.202680886044
control,0,9.4733645383598,0,45,1,0,0,1,0,9.1634586820625,4698.933640218336
treatment1,0,20.643719845800266,0,46,0,1,0,0,1,9.73114575039967,6954.590482810942
control,0,8.260266089177543,1,51,1,0,0,0,1,11.861154990585307,5258.850523835849
control,0,12.216872290222444,1,43,0,0,0,0,0,7.024439958482066,3900.8680513664813
treatment1,1,26.35741000972341,0,41,1,1,1,1,0,12.346456897005664,5732.046865005266
treatment1,1,18.88559939046548,1,32,0,1,0,0,1,9.706515048385945,5914.354134864634
treatment1,1,26.539572735212506,0,53,0,1,0,1,1,11.04683816669941,8090.977876926654
treatment1,1,20.80258392029261,0,37,1,1,0,1,1,9.227864452028042,5096.551869559702
treatment1,0,26.085688015886607,1,39,1,1,1,0,1,11.040016064533491,5521.130358833067
control,1,3.5278558452301745,1,43,1,1,0,0,0,9.604545857690256,5350.022426433214
treatment1,1,29.906200173728777,1,34,1,0,0,1,0,11.706022052228114,4093.399629510047
treatment1,1,20.199827930647864,1,51,3,0,0,0,0,9.73184890129328,3813.606780744929
control,1,14.233930818835068,0,46,0,1,0,0,0,10.707140821098296,5938.306455925173
control,1,10.666924306652495,1,44,2,1,0,0,1,7.486897646993223,5132.130748672246
control,1,7.212171850538115,0,38,2,0,0,0,0,7.7851335991158,4197.328327562448
treatment1,1,20.358391954521615,1,41,1,0,0,0,1,11.159760305288813,5363.921780131974
control,0,7.192635611511426,1,37,3,0,0,1,1,10.533260724226036,4717.250661287707
control,1,5.831528094584745,0,49,1,1,0,0,1,12.91668375622564,7256.363826627976
treatment1,1,17.145148560351345,1,38,0,0,0,1,0,9.36438474541849,4797.668114712867
treatment1,0,21.958139280403635,1,29,1,1,1,0,0,7.476450805773082,5019.580567412079
treatment1,0,26.617897091730807,1,34,1,1,0,1,0,15.7727602903213,7757.209594512733
control,1,9.621871306560301,0,38,2,0,0,0,0,10.307392042946885,4297.118600563517
control,1,9.617582529597879,1,28,1,0,0,1,1,11.161929634535426,1949.0137922182428
treatment1,0,21.010403543051847,1,31,0,1,0,0,0,16.04052904079715,7306.348656035612
control,1,5.190359112677148,0,41,2,0,1,0,0,7.596060693874666,3935.9090428107547
treatment1,1,28.749730833570343,1,26,1,0,0,0,0,7.272476306905816,1017.5596563645815
control,0,8.337826939235349,1,31,1,1,0,0,1,9.820518411003407,5146.289607946952
treatment1,0,16.929934438682707,0,38,1,0,1,1,0,9.273186390560008,3587.702970813244
control,0,13.009977346062717,0,33,2,1,0,0,1,10.40749451961908,6042.522149613919
control,0,8.873888481507956,0,33,1,0,0,0,0,11.852277468260779,4929.9193028374375
treatment1,1,19.77601021075183,0,47,1,1,0,0,0,6.27322192163724,6294.621485667314
treatment1,0,20.538761227616064,0,38,2,1,0,1,0,11.759861368809903,6234.260693962788
treatment1,0,19.99146015892406,0,31,0,0,1,1,0,12.51453315102361,5195.773885667973
control,1,9.954268814143266,0,39,1,0,0,0,0,8.891175220809677,4404.366087807045
treatment1,1,27.78935277624452,1,47,1,1,1,0,1,8.584840885197602,5516.690588888058
control,0,10.842110917403152,0,48,2,0,1,0,0,11.006079562317977,4094.3999815161824
treatment1,0,23.287804874538924,0,42,2,0,0,0,0,5.327183548373776,3267.4616758325124
treatment1,0,29.07944630937661,0,36,3,1,0,0,0,10.630668164671476,6300.130141002318
treatment1,0,27.876882978032057,0,35,0,0,1,1,1,7.235521788442471,3636.793488561621
control,0,0.18840802327755002,1,39,2,1,0,0,0,4.624011468400986,3958.041078742743
treatment1,0,22.141058095728475,0,31,4,1,0,0,0,7.110276817644369,4971.705292796567
control,0,8.571991052768118,0,40,1,1,0,0,0,6.29421614254964,4678.120663894751
control,0,5.124084960775231,1,39,1,1,0,0,0,10.326215367601783,5241.303129892718
treatment1,0,19.23058167004411,0,37,2,0,0,0,1,8.416055160368497,4451.031134323432
treatment1,1,17.72399398969116,1,35,4,0,0,0,0,13.529375181558393,5145.423340461258
control,1,7.716318332348323,0,43,0,1,0,0,1,11.705161684490303,6746.902953478554
control,1,4.067081353447367,1,30,1,0,1,1,1,10.111837661808508,3512.9741644468177
treatment1,0,22.99422679486884,1,43,2,0,0,0,0,7.340973548256686,4300.276944437287
treatment1,0,21.04333730120357,1,32,4,1,0,0,0,12.967419953066665,6143.345271790472
treatment1,1,20.51828228734591,0,39,0,0,0,1,0,10.204137154647931,4484.324740102445
treatment1,1,22.860349882753972,1,33,1,0,1,1,1,10.598882006245308,4385.0713706600345
control,0,4.844784997306872,0,38,2,0,0,0,1,13.03838694916346,4128.287511241936
treatment1,1,31.960504128425786,0,43,1,1,1,0,1,6.632162438847634,4541.160212968024
treatment1,0,19.18799057579957,0,41,0,1,0,0,0,7.478979099379977,4793.3745698380535
treatment1,1,20.34447920136993,1,36,1,0,0,0,0,12.70658899990564,4981.520843732248
treatment1,0,20.727765654988293,0,64,1,1,0,0,1,5.774575135039024,4592.929543190276
control,0,6.727558409549345,0,33,0,1,0,0,1,6.588498887595387,5455.452358680056
treatment1,1,19.387880185954906,0,38,2,0,0,1,1,11.44151562284933,4433.858414712471
